Draw;g;r;pb;z
3503;3.8;2.9;1.0;8.8
3504;-1.1;2.4;0.2;-22.0
3505;-1.8;2.3;-0.6;-6.0
3506;1.4;2.5;0.7;2.1
3507;-3.6;2.3;2.5;-0.2
3508;-2.0;2.6;0.8;-3.4
3509;0.8;2.5;1.7;1.3
3510;2.3;2.6;-0.3;-6.9
3511;-1.0;1.8;1.6;-17.5
3512;-0.5;2.3;-0.3;-7.5
3513;1.3;2.3;3.4;-10.5
3514;2.0;3.6;0.5;13.0
3515;2.2;2.5;0.9;0.8
3516;2.8;2.8;1.7;-9.7
3517;2.4;3.4;1.3;8.7
3518;2.0;2.7;4.1;-2.9
3519;-1.8;2.1;0.6;-17.4
3520;0.7;2.6;3.9;-10.1
3521;-0.4;2.7;0.2;10.2
3522;3.5;2.4;1.2;-7.0
3523;-0.4;2.0;0.2;-21.4
3524;-3.0;2.9;0.1;3.1
3525;-2.1;1.8;1.6;-11.5
3526;1.7;2.7;0.1;-6.8
3527;4.6;2.6;2.3;-8.9
3528;2.3;2.5;1.0;-5.2
3529;2.6;2.7;0.9;0.8
3530;1.5;2.8;2.0;-0.5
3531;-0.3;2.7;0.1;11.8
3532;3.5;2.3;1.5;-5.2
3533;-2.1;2.3;0.9;-11.4
3534;1.2;2.5;3.0;-8.1
3535;-2.2;2.0;0.6;-9.5
3536;-2.5;1.8;-0.7;-18.0
3537;0.1;2.8;0.1;1.5
3538;-0.9;2.0;-0.4;-8.1
3539;-1.2;2.8;0.9;-2.2
3540;0.2;3.2;1.4;8.9
3541;-2.2;2.6;0.7;0.3
3542;-1.2;3.1;2.1;-2.9
3543;-1.3;2.3;0.6;-9.3
3544;0.2;1.9;0.7;-20.6
3545;4.3;2.5;0.8;-14.5
3546;-3.1;2.4;1.5;2.7
3547;0.7;3.3;2.0;14.4
3548;1.7;2.7;2.1;-11.5
3549;1.3;3.0;1.0;7.3
3550;2.0;1.9;3.6;-12.0
3551;1.5;2.8;1.0;1.6
3552;1.2;2.7;0.4;1.4
3553;2.6;2.2;2.9;-9.8
3554;-1.8;2.4;1.0;6.7
3555;0.8;2.4;1.0;2.7
3556;-1.8;1.9;0.4;-19.0
3557;2.3;2.5;2.7;-3.9
3558;3.2;2.5;2.1;-17.2
3559;3.2;1.8;1.9;-22.0
3560;-1.0;2.4;-1.3;-8.0
3561;0.4;2.6;1.2;2.7
3562;-0.8;2.8;0.1;10.1
3563;1.7;2.9;0.0;12.0
3564;-1.7;1.2;4.4;-21.7
3565;2.5;2.8;2.3;-5.5
3566;-3.0;1.6;1.2;-18.3
3567;0.7;2.6;1.0;-2.9
3568;-3.7;1.7;-0.2;-8.6
3569;4.6;3.2;1.2;1.5
3570;3.4;2.8;1.0;-8.8
3571;-1.9;2.1;0.4;-4.6
3572;4.1;2.1;0.6;-11.8
3573;1.5;1.7;2.1;-23.9
3574;-1.7;2.7;0.4;5.3
3575;-2.8;2.5;0.1;1.8
3576;1.2;2.8;0.9;4.1
3577;1.4;2.6;2.2;-16.8
3578;3.4;2.7;0.8;0.0
3579;0.0;2.6;-0.1;3.6
3580;-1.1;2.5;1.3;-6.9
3581;1.8;2.4;1.8;-20.1
3582;0.5;2.7;0.2;7.1
3583;-2.8;2.9;0.3;-1.0
3584;-3.9;2.0;1.0;-4.0
3585;-1.1;2.3;2.3;-0.1
3586;1.2;2.9;2.3;12.6
3587;-3.2;2.3;3.0;0.4
3588;-2.0;2.1;3.1;-6.4
3589;2.0;2.8;2.4;-3.0
3590;-0.2;2.9;-0.2;0.6
3591;-2.3;2.2;-1.5;-8.8
3592;0.3;2.5;0.6;-12.5
3593;-1.9;2.1;0.2;-7.0
3594;1.3;2.5;0.4;-6.3
3595;-1.4;2.9;0.5;9.6
3596;0.4;2.6;0.7;2.7
3597;-0.5;3.2;-0.4;8.1
3598;1.7;2.2;2.1;1.5
3599;-0.3;3.1;-0.8;12.9
3600;-4.3;1.3;3.7;-22.3
3601;0.2;2.2;1.4;-1.5
3602;-0.1;2.0;2.4;-15.6
3603;1.6;2.6;2.0;-2.4
3604;-2.6;2.6;0.2;-2.3
3605;2.2;2.6;1.9;-11.2
3606;0.6;2.8;2.7;-8.2
3607;0.7;3.6;-0.1;23.1
3608;2.0;3.0;2.0;10.1
3609;-1.4;2.4;-1.1;3.4
3610;2.4;2.3;0.7;-1.6
3611;1.3;2.9;0.3;3.4
3612;2.3;2.8;2.2;-4.7
3613;0.1;2.8;0.1;9.4
3614;0.4;3.2;0.5;14.2
3615;-1.4;2.5;1.9;-6.8
3616;3.9;3.8;0.0;9.1
3617;-2.6;1.5;1.3;-11.7
3618;-1.2;2.8;0.5;0.3
3619;2.8;2.4;2.8;-6.9
3620;0.0;2.6;1.8;-2.9
3621;1.8;2.6;1.6;2.0
3622;-3.8;2.3;0.7;-0.8
3623;0.8;1.8;2.5;-12.3
3624;-3.1;2.5;-0.6;-5.3
3625;-0.1;2.2;1.3;-12.8
3626;0.1;2.9;0.0;8.8
3627;-0.9;1.8;1.3;-8.3
3628;-1.6;2.1;1.8;-17.3
3629;-4.6;2.2;0.0;-7.0
3630;-2.7;2.4;1.8;-4.9
3631;-0.2;2.8;0.5;6.3
3632;2.2;1.6;0.8;-21.0
3633;-2.3;1.7;-0.6;-9.6
3634;-1.1;1.7;2.6;-17.3
3635;3.9;2.8;1.1;16.5
3636;-0.2;2.9;2.1;-7.1
3637;2.6;2.9;1.9;8.0
3638;-0.4;1.3;3.1;-26.6
3639;-3.0;2.1;-0.3;-8.0
3640;-1.5;3.0;1.8;13.3
3641;2.1;2.0;-0.1;-6.8
3642;-1.0;2.3;0.4;-12.7
3643;1.6;2.3;1.8;-17.2
3644;2.6;2.6;1.6;-9.1
3645;-0.1;2.7;-0.5;-0.5
3646;-0.1;2.2;3.0;-18.4
3647;-1.5;1.7;2.4;-17.5
3648;-1.0;2.2;2.7;-15.9
3649;1.1;2.9;1.2;-2.2
3650;3.8;2.7;0.7;4.9
3651;-2.4;2.3;3.3;-17.3
3652;2.2;2.3;2.6;-5.9
3653;1.9;3.2;0.9;-0.7
3654;-5.1;1.6;1.4;-18.1
3655;0.0;2.7;1.2;5.8
3656;-2.2;2.6;0.9;9.0
3657;0.5;2.0;0.3;-4.1
3658;2.1;2.1;1.0;-7.7
3659;2.7;1.9;2.6;-29.6
3660;-0.2;2.2;0.8;-7.6
3661;-0.9;2.8;2.0;9.1
3662;2.0;2.0;1.7;-23.4
3663;1.1;2.3;3.3;-16.7
3664;0.8;2.9;1.1;-7.7
3665;6.1;2.8;1.2;-18.2
3666;-5.0;2.2;0.2;-13.3
3667;0.9;2.5;0.0;-3.7
3668;3.8;2.3;1.0;-15.2
3669;1.1;3.6;1.4;21.5
3670;1.1;3.0;1.0;9.0
3671;-2.9;1.5;2.9;-27.3
3672;0.3;2.2;2.7;-11.9
3673;-0.8;2.1;2.4;-11.0
3674;0.6;2.7;1.2;-7.6
3675;-0.1;2.6;2.0;0.3
3676;0.2;2.5;0.7;-15.3
3677;-1.9;2.6;2.7;-7.2
3678;2.9;2.9;3.6;0.3
3679;0.4;2.6;0.5;-7.9
3680;0.9;2.5;3.6;-4.0
3681;1.6;3.0;1.7;0.7
3682;2.7;2.6;1.9;-10.1
3683;3.4;2.3;2.2;-6.5
3684;-0.9;2.1;0.8;-1.3
3685;-1.9;2.3;-0.6;-0.2
3686;1.7;2.9;1.6;0.1
3687;-0.1;2.7;-1.7;-6.9
3688;-1.2;2.7;0.1;2.2
3689;-3.1;2.3;1.7;2.7
3690;2.1;3.1;0.3;1.1
3691;2.2;2.5;2.2;0.9
3692;3.3;2.4;0.7;-13.3
3693;0.7;2.9;3.3;2.9
3694;-2.1;2.5;1.4;7.1
3695;1.7;1.5;2.3;-21.2
3696;2.0;3.6;0.4;9.2
3697;0.1;2.6;1.6;-4.3
3698;-0.9;1.7;3.5;-19.5
3699;-3.1;2.0;0.7;-7.4
3700;-0.7;2.1;1.8;-8.0
3701;3.3;2.6;1.0;-2.3
3702;0.0;2.7;1.0;-12.7
3703;-1.9;2.1;-0.6;-8.3
3704;-1.2;2.4;0.8;3.3
3705;-2.9;1.7;3.2;-20.7
3706;1.0;2.8;2.9;18.9
3707;-0.5;2.3;-0.3;-4.9
3708;-1.1;1.8;2.7;-7.8
3709;1.2;2.8;1.2;3.3
3710;1.0;2.0;0.9;-0.5
3711;-3.3;1.4;2.0;-11.8
3712;-1.3;1.7;1.7;-11.0
3713;-1.4;3.2;1.4;-2.6
3714;-0.4;3.5;0.9;9.9
3715;1.5;2.3;0.7;-10.8
3716;2.4;1.8;0.8;-12.1
3717;-1.9;2.6;1.8;1.0
3718;3.2;3.0;2.8;-2.8
3719;0.7;2.1;0.0;-12.6
3720;4.5;2.8;1.5;-4.8
3721;0.8;3.2;-0.4;11.7
3722;0.0;2.6;0.2;2.4
3723;-1.5;2.1;3.4;-14.8
3724;4.6;2.3;1.5;-17.1
3725;2.3;2.4;1.4;-18.2
3726;0.8;2.4;1.4;-1.6
3727;0.3;2.1;1.4;-12.5
3728;-0.4;2.5;1.9;-12.7
3729;-2.7;1.8;1.5;-23.0
3730;-3.0;2.2;-1.8;-7.8
3731;-4.7;1.5;0.0;-5.9
3732;4.4;2.5;1.2;-2.6
3733;1.9;3.6;0.9;14.4
3734;2.2;3.6;-0.7;12.5
3735;2.3;2.3;-0.7;-6.1
3736;2.0;3.2;1.0;0.5
3737;0.0;2.0;1.5;-13.4
3738;2.4;2.8;0.1;-10.0
3739;2.6;2.8;1.1;-4.2
3740;3.9;3.7;1.9;11.7
3741;3.1;2.6;1.7;-11.6
3742;0.8;2.5;1.4;-4.2
3743;-3.3;2.9;0.9;-1.7
3744;-0.2;3.0;2.4;8.1
3745;2.5;1.9;2.5;-24.5
3746;2.0;2.8;2.6;3.5
3747;1.6;2.2;3.2;-10.2
3748;-1.6;2.4;2.7;-11.1
3749;-0.6;3.0;-0.3;0.1
3750;-2.3;2.5;1.6;-5.6
3751;0.8;3.0;1.4;1.0
3752;1.5;2.8;1.7;0.5
3753;0.0;2.3;0.7;-17.1
3754;1.6;2.1;1.6;-10.0
3755;-0.5;2.8;0.6;2.3
3756;-0.8;2.3;0.8;-6.0
3757;-1.9;2.8;0.1;12.1
3758;-4.2;2.3;0.3;2.5
3759;-0.3;2.5;3.8;-6.7
3760;-2.8;2.5;2.9;0.5
3761;3.4;3.3;2.2;15.2
3762;-3.2;1.9;-0.7;0.2
3763;-0.1;2.4;1.7;-5.8
3764;-1.1;3.2;0.5;12.7
3765;1.3;2.1;0.6;-14.7
3766;-0.9;2.9;0.5;-2.6
3767;0.3;2.9;0.5;-3.6
3768;-2.6;2.5;0.0;5.2
3769;-1.9;2.7;1.0;3.5
3770;1.8;2.7;2.1;-14.2
3771;-3.3;1.8;0.8;-10.9
3772;2.5;2.8;3.0;-8.8
3773;0.0;2.6;1.0;-2.8
3774;1.4;2.7;1.5;-0.9
3775;-2.6;2.6;0.9;-10.0
3776;0.3;2.3;1.1;-10.8
3777;3.0;3.1;1.8;5.7
3778;2.0;2.6;2.0;-11.9
3779;2.0;2.9;2.4;0.9
3780;-0.3;2.7;0.4;5.4
3781;3.2;2.6;1.8;-8.6
3782;-0.6;2.1;0.9;-5.7
3783;0.8;2.7;0.4;-11.2
3784;0.6;2.9;1.4;0.8
3785;0.5;2.5;0.9;-7.8
3786;-2.8;2.0;0.8;-13.8
3787;1.1;3.2;0.9;9.6
3788;0.7;2.7;1.7;-5.8
3789;3.3;2.4;1.1;-6.7
3790;-2.1;1.7;3.0;-9.7
3791;-2.0;1.8;0.7;-9.0
3792;1.7;3.0;0.2;8.8
3793;-0.5;2.4;1.2;-8.2
3794;-4.6;2.4;0.7;-2.8
3795;2.1;2.0;2.1;-18.1
3796;1.2;1.9;2.6;-14.9
3797;-1.9;2.4;0.2;-1.5
3798;1.2;2.0;3.2;-22.2
3799;0.9;2.2;1.0;-11.8
3800;0.3;2.2;3.5;-11.2
3801;0.1;2.5;2.3;3.2
3802;-0.3;2.7;2.9;-3.8
3803;2.1;2.7;1.0;-6.2
3804;-2.5;3.1;-0.7;12.1
3805;0.6;2.8;0.6;-0.3
3806;6.0;4.2;2.3;25.4
3807;-2.0;2.8;-1.3;14.6
3808;1.8;3.2;0.7;2.1
3809;-0.6;3.0;-0.2;2.6
3810;0.7;3.1;0.7;3.5
3811;-5.0;1.8;0.0;-15.3
3812;1.7;2.6;-0.3;5.1
3813;-1.6;2.9;1.9;0.4
3814;0.9;2.5;0.9;0.1
3815;-2.7;2.1;1.9;-15.3
3816;-0.2;2.6;-0.1;-18.2
3817;1.7;2.7;0.8;-1.8
3818;4.1;2.5;1.5;-3.0
3819;4.3;2.6;1.3;-0.5
3820;1.6;2.6;4.2;-5.2
3821;1.1;2.7;0.5;5.7
3822;0.3;1.5;2.7;-20.7
3823;1.0;2.6;2.3;1.9
3824;-0.8;3.1;-0.8;6.5
3825;0.3;2.1;1.1;-4.1
3826;-1.3;2.5;1.3;-7.7
3827;0.9;3.5;0.3;15.6
3828;-2.1;2.6;-1.3;-6.4
3829;0.2;2.1;2.1;-6.3
3830;-2.3;3.0;0.3;7.1
3831;-0.5;2.0;0.5;-17.8
3832;2.1;3.2;0.0;8.8
3833;1.6;3.1;2.2;-5.7
3834;-1.1;2.7;0.4;-11.5
3835;1.3;2.8;2.1;1.6
3836;-2.8;2.5;1.8;-3.5
3837;1.3;2.6;0.9;-7.9
3838;-2.6;2.2;0.5;-11.7
3839;1.6;3.0;0.1;5.2
3840;-3.6;2.2;-0.8;-17.5
3841;1.0;2.7;1.4;5.0
3842;1.7;2.8;-0.2;1.2
3843;-4.4;2.3;-0.5;-6.6
3844;-3.8;2.4;1.1;0.4
3845;-0.2;2.7;0.1;8.5
3846;1.9;3.4;0.2;8.1
3847;0.7;2.9;-0.3;1.9
3848;0.3;3.0;1.7;-3.7
3849;-1.9;2.2;0.5;-0.8
3850;-2.9;2.4;-0.1;-1.0
3851;2.8;3.1;-0.7;-7.1
3852;7.3;2.5;2.9;-10.1
3853;1.3;2.6;1.6;2.3
3854;1.2;3.1;-0.4;2.9
3855;-1.8;2.4;0.9;-9.4
3856;-0.6;2.2;2.7;-4.9
3857;-0.8;2.5;0.1;-9.4
3858;-1.7;1.8;0.5;-7.4
3859;0.2;2.2;2.2;-7.7
3860;-2.9;2.1;-0.1;0.9
3861;0.0;2.6;0.4;5.9
3862;0.2;3.9;0.3;12.2
3863;0.0;2.0;1.1;-17.3
3864;-0.9;2.3;0.7;-9.8
3865;0.2;2.6;2.8;-0.6
3866;-0.9;2.5;0.9;-0.8
3867;2.4;2.6;3.4;-5.4
3868;2.1;3.0;1.6;6.9
3869;-1.0;2.2;0.1;-11.2
3870;-1.2;3.2;0.4;6.4
3871;-1.1;3.2;1.0;14.7
3872;1.5;2.0;0.8;-8.9
3873;1.4;1.9;4.6;-26.6
3874;1.3;3.5;0.0;15.4
3875;-7.0;2.9;0.1;16.5
3876;-0.5;2.4;1.0;-5.3
3877;-3.2;2.5;1.3;-1.8
3878;4.1;2.7;2.5;-0.5
3879;0.8;3.1;3.0;13.8
3880;2.6;3.1;2.7;8.7
3881;-2.5;2.8;1.5;3.0
3882;2.9;2.9;1.0;3.5
3883;-3.8;1.8;3.9;-7.3
3884;3.2;3.0;1.4;-0.2
3885;1.3;2.7;2.1;9.9
3886;1.8;2.8;0.8;5.7
3887;0.1;2.0;2.3;-13.4
3888;-1.9;3.1;-0.8;11.5
3889;2.9;2.0;1.9;-27.4
3890;-4.6;2.3;-2.2;-2.2
3891;-2.0;2.0;1.7;-8.3
3892;-0.5;2.8;-0.8;2.9
3893;-4.0;1.9;2.3;-10.5
3894;-2.0;2.1;2.0;-9.9
3895;-1.0;2.1;0.4;-9.6
3896;1.2;2.2;1.2;-12.1
3897;1.4;2.4;1.7;-10.7
3898;-0.1;2.7;2.1;5.8
3899;-0.2;2.4;1.1;-7.9
3900;-0.3;2.6;1.9;-1.8
3901;5.0;2.6;1.8;-3.2
3902;-1.8;1.7;2.3;-15.0
3903;-1.5;2.3;0.9;-1.2
3904;-4.4;2.2;0.6;-4.9
3905;1.0;2.0;1.4;0.6
3906;-1.0;2.7;0.0;-3.0
3907;2.6;2.9;0.8;-12.7
3908;-3.4;1.5;3.7;-24.3
3909;1.9;3.0;2.8;1.1
3910;-2.1;2.5;1.4;4.1
3911;-1.1;2.0;1.0;-12.3
3912;1.4;2.6;1.0;2.8
3913;0.1;2.6;1.7;0.1
3914;1.9;2.3;3.9;-9.7
3915;0.5;2.1;0.1;-17.5
3916;-3.9;2.3;-0.8;-2.8
3917;-0.2;2.8;-0.2;-2.5
3918;1.2;2.9;1.2;-1.9
3919;-1.7;2.1;1.6;-6.5
3920;-1.3;2.7;0.1;10.1
3921;1.1;2.8;1.2;-3.6
3922;-0.7;2.5;1.6;-0.6
3923;-4.0;2.8;2.7;9.2
3924;1.4;2.6;0.0;-4.1
3925;0.7;2.3;-0.6;-3.1
3926;0.4;2.5;0.9;-5.5
3927;3.2;3.5;2.7;7.6
3928;1.8;2.8;0.5;-3.5
3929;0.9;2.8;2.2;-5.7
3930;3.1;2.2;2.1;-19.7
3931;-1.4;2.1;-0.5;-9.1
3932;-0.8;1.6;1.1;-15.4
3933;-1.8;1.8;1.2;-11.5
3934;-2.1;2.6;0.0;-9.7
3935;-4.4;2.5;1.7;13.5
3936;0.1;2.1;2.3;-9.8
3937;-1.8;2.0;0.9;-15.3
3938;3.3;3.0;0.8;13.6
3939;3.2;1.9;4.4;-29.4
3940;-1.6;1.3;2.0;-13.2
3941;0.1;2.5;1.5;-0.6
3942;4.6;2.8;2.6;-5.5
3943;1.0;2.0;1.7;-3.1
3944;-3.7;2.5;0.4;11.0
3945;0.9;2.0;1.3;-11.1
3946;0.6;2.8;1.4;-0.2
3947;-0.7;2.8;1.4;-1.6
3948;0.5;2.6;0.6;-15.1
3949;3.3;2.9;1.9;1.7
3950;-0.9;3.0;1.9;1.0
3951;-3.7;1.7;1.6;-22.6
3952;1.8;2.7;1.8;-2.2
3953;-0.4;2.8;2.2;1.6
3954;-1.7;2.9;1.7;-1.9
3955;-2.1;2.8;0.8;-3.2
3956;0.8;2.3;0.9;-6.8
3957;-3.5;2.3;-0.3;-8.3
3958;-1.3;2.6;1.4;-2.5
3959;-2.4;2.4;0.1;-8.8
3960;0.2;3.0;0.0;13.8
3961;2.4;2.7;1.1;-5.5
3962;-0.8;2.3;2.0;0.4
3963;0.5;2.4;2.9;-4.8
3964;1.6;2.5;1.8;-12.0
3965;1.9;3.1;0.2;6.0
3966;2.0;3.0;1.8;4.3
3967;1.2;2.5;0.0;2.5
3968;-1.0;2.5;1.4;4.1
3969;-4.3;2.0;0.9;-24.3
3970;-2.1;2.5;2.0;0.5
3971;-4.0;2.7;1.7;7.6
3972;-0.1;2.4;1.4;-3.5
3973;-2.7;2.1;0.0;-11.8
3974;2.3;2.4;3.2;-11.8
3975;3.2;2.3;2.9;-14.8
3976;-3.0;2.5;0.7;-5.7
3977;-2.0;1.9;2.4;-12.0
3978;1.0;2.0;1.1;-1.2
3979;-3.8;2.5;0.3;-4.9
3980;-3.5;2.5;0.6;-1.0
3981;-1.4;2.3;-0.4;5.7
3982;2.6;3.0;2.0;-14.1
3983;0.5;1.5;3.5;-25.7
3984;-0.1;2.7;1.7;-0.4
3985;0.3;2.7;0.7;-6.0
3986;0.9;3.0;2.3;3.6
3987;-3.3;2.6;-0.7;2.1
3988;2.6;2.3;0.8;-9.2
3989;0.3;2.6;0.2;6.4
3990;0.9;1.7;1.1;-11.5
3991;-2.7;2.3;-0.7;-3.0
3992;1.5;3.1;1.6;-3.8
3993;0.4;2.5;2.0;-1.9
3994;1.3;2.5;1.4;-7.3
3995;1.8;3.5;2.3;10.6
3996;0.1;2.2;2.9;-17.1
3997;2.5;3.2;1.9;-1.7
3998;2.1;3.0;0.2;2.3
3999;1.4;2.8;4.0;-4.8
4000;1.4;2.1;1.7;-11.3
4001;-0.5;2.2;1.1;-14.7
4002;-3.5;2.4;0.2;-4.6
4003;3.4;2.3;2.8;-14.7
4004;1.9;2.1;2.6;-17.5
4005;-5.5;1.6;1.9;-8.4
4006;1.4;3.1;2.4;6.3
4007;0.4;2.2;3.5;-7.8
4008;-1.7;2.5;-0.7;-8.9
4009;-0.3;3.0;0.8;6.3
4010;3.5;2.5;2.4;-6.6
4011;-2.9;1.8;2.1;-18.5
4012;3.0;2.6;1.2;4.2
4013;-1.5;2.4;1.9;-0.2
4014;1.4;2.5;3.1;-8.2
4015;-1.3;1.8;1.3;-10.9
4016;3.8;3.3;-0.3;0.1
4017;-3.0;2.5;2.0;10.0
4018;-2.9;2.3;-0.5;-6.2
4019;2.4;2.3;1.8;-19.2
4020;-2.9;2.7;0.7;5.9
4021;-1.5;2.8;-0.6;5.8
4022;-2.2;2.3;0.0;-5.1
4023;3.9;2.2;0.7;-10.3
4024;1.1;2.6;1.3;-1.8
4025;-2.5;2.1;2.8;-18.5
4026;2.1;2.4;3.0;-14.7
4027;3.4;3.0;2.1;1.3
4028;-0.7;2.2;2.0;-5.2
4029;0.7;2.7;1.5;-2.1
4030;-4.5;2.1;-0.4;-11.5
4031;1.1;3.1;1.1;2.2
4032;-3.1;1.9;1.3;-7.3
4033;-2.0;1.8;0.6;-12.8
4034;-1.7;1.6;1.2;-21.0
4035;1.7;3.1;3.2;6.9
4036;3.8;3.0;1.2;2.4
4037;3.1;2.9;2.0;7.8
4038;2.5;3.3;1.7;4.9
4039;-2.7;2.9;3.6;2.4
4040;3.5;2.7;1.5;1.6
4041;-0.4;2.7;1.0;-10.8
4042;-3.3;2.4;0.2;6.1
4043;0.8;2.6;-1.4;-0.1
4044;1.0;2.2;0.6;-19.8
4045;3.7;2.6;1.1;0.5
4046;-3.0;3.1;-0.6;3.9
4047;0.3;2.9;-0.8;10.6
4048;-0.6;1.6;3.0;-17.7
4049;3.6;2.2;3.8;-11.2
4050;5.6;3.2;1.9;-0.8
4051;-2.6;2.2;0.8;2.4
4052;1.4;3.3;0.4;7.7
4053;-1.2;2.3;-0.4;2.6
4054;-4.4;2.4;0.6;-0.2
4055;1.8;3.2;-0.4;10.1
4056;-1.2;2.7;1.1;4.8
4057;2.9;2.8;2.5;-9.3
4058;4.3;2.8;1.5;2.6
4059;-2.1;2.1;-0.3;-11.0
4060;0.1;2.2;1.8;-13.5
4061;0.9;3.0;-0.2;-1.9
4062;-0.3;2.6;1.8;-15.0
4063;-3.0;2.5;2.2;-13.9
4064;0.6;2.7;0.9;-2.8
4065;-2.1;2.1;-0.4;-6.5
4066;-1.7;2.0;2.1;5.2
4067;-3.8;2.4;0.7;-5.4
4068;1.7;2.9;1.1;5.3
4069;-1.3;2.5;1.6;2.2
4070;3.7;2.5;2.4;-6.7
4071;-1.9;2.1;0.8;-2.0
4072;-1.0;2.3;0.3;-0.4
4073;-1.4;2.1;-0.7;-8.2
4074;-2.0;2.9;0.1;1.5
4075;-2.5;2.4;2.0;-0.5
4076;-2.6;2.6;-0.1;9.8
4077;2.1;2.2;2.4;-8.3
4078;3.9;2.3;3.7;-5.0
4079;-0.1;2.5;2.3;-6.9
4080;-0.9;1.8;2.0;-16.9
4081;-2.6;1.7;-0.5;-13.5
4082;2.1;3.3;1.3;9.2
4083;1.7;3.2;1.8;2.8
4084;0.8;2.6;2.1;2.7
4085;3.1;2.6;1.5;0.0
4086;0.1;3.7;-1.4;17.2
4087;-3.3;2.7;-0.1;-0.1
4088;-0.6;2.1;2.1;-17.0
4089;2.7;2.5;2.2;-3.0
4090;0.3;2.9;1.4;5.3
4091;0.1;2.0;0.7;-14.1
4092;0.4;2.4;0.8;-0.5
4093;-0.3;2.0;1.5;-9.6
4094;0.5;3.4;0.0;9.3
4095;-0.6;2.7;2.4;1.9
4096;-1.9;2.2;1.2;-11.9
4097;-2.1;2.7;1.5;-6.3
4098;1.6;2.9;0.9;-11.0
4099;-2.5;1.7;-0.3;-17.2
4100;1.4;2.7;2.9;-8.4
4101;-2.9;1.7;3.3;-20.8
4102;3.0;2.7;0.7;4.0
4103;3.9;2.1;2.8;-16.2
4104;0.1;2.4;2.7;-11.9
4105;-0.6;3.1;-0.3;-4.0
4106;0.3;3.5;0.6;9.9
4107;0.6;1.8;1.5;-24.4
4108;3.1;2.5;1.8;-3.9
4109;0.6;2.7;0.2;-2.7
4110;-2.8;2.9;1.6;2.9
4111;-2.5;2.3;1.7;-3.7
4112;2.3;3.1;1.9;13.3
4113;-0.6;2.7;1.1;-11.3
4114;0.9;2.8;0.6;2.1
4115;-3.2;2.4;0.0;-7.2
4116;0.3;2.8;0.4;6.8
4117;-3.4;2.7;0.4;13.0
4118;3.2;2.6;2.1;-3.3
4119;0.7;2.6;1.6;-2.4
4120;3.1;2.8;2.5;-3.9
4121;2.3;2.8;1.8;4.0
4122;4.0;2.7;3.3;-3.1
4123;-4.1;2.1;2.8;-0.2
4124;-3.6;2.0;0.8;-9.8
4125;-2.2;1.5;1.6;-25.1
4126;-0.9;2.1;1.0;-12.0
4127;-2.3;2.5;0.6;-0.2
4128;0.8;2.6;2.4;-1.3
4129;-3.4;1.1;3.3;-23.3
4130;-1.5;2.8;0.1;3.3
4131;3.6;3.0;3.4;-11.1
4132;1.1;2.5;1.4;-5.4
4133;5.9;2.4;2.4;-16.3
4134;0.7;2.1;0.4;-13.5
4135;0.2;2.7;1.1;5.0
4136;0.7;2.6;2.5;-11.4
4137;4.3;3.6;0.4;12.5
4138;-1.4;2.5;0.3;-9.6
4139;-1.4;2.4;0.3;0.6
4140;-0.3;1.8;2.2;-31.4
4141;-0.7;1.9;1.6;-15.6
4142;0.9;2.3;3.1;1.4
4143;-0.1;2.5;2.4;0.5
4144;-2.1;1.9;1.5;-17.7
4145;0.3;2.4;2.4;-10.2
4146;0.9;1.8;0.4;-12.7
4147;-0.7;2.9;1.0;9.4
4148;3.2;1.7;1.9;-14.4
4149;1.2;2.9;1.0;-0.3
4150;5.0;3.1;2.4;6.0
4151;1.9;2.9;0.3;3.8
4152;-0.2;2.9;1.0;-8.5
4153;2.4;2.6;0.3;0.7
4154;-0.1;2.4;2.5;-16.8
4155;-1.0;2.8;0.1;-1.7
4156;1.3;3.4;0.4;11.1
4157;0.2;1.6;2.6;-15.3
4158;-3.2;2.8;0.9;2.4
4159;-0.9;2.2;2.7;-7.9
4160;-0.5;2.5;1.0;1.7
4161;-2.2;2.0;1.2;-10.3
4162;1.7;2.7;2.0;-6.1
4163;1.5;2.6;1.2;-7.9
4164;0.2;2.7;-0.6;-2.7
4165;-0.5;2.2;0.0;2.2
4166;-2.5;2.5;0.1;5.5
4167;-0.5;2.9;1.3;4.0
4168;0.5;2.4;2.4;-4.1
4169;4.2;2.7;1.6;1.9
4170;0.3;2.5;-0.1;-6.4
4171;0.1;2.7;1.0;-9.6
4172;-1.0;2.3;1.1;1.2
4173;-2.4;2.4;0.6;0.3
4174;-0.2;3.4;2.1;0.8
4175;-1.4;3.0;-0.8;0.1
4176;-1.5;2.9;2.0;2.9
4177;-2.1;1.6;1.9;-21.2
4178;3.1;2.2;3.9;-17.8
4179;-4.1;2.5;-0.9;5.3
4180;1.1;2.5;2.5;-2.3
4181;-4.6;2.1;1.1;-3.4
4182;2.7;2.5;2.5;0.6
4183;2.0;2.8;2.6;-1.6
4184;2.1;2.9;1.3;1.6
4185;0.9;2.8;1.7;-11.4
4186;-0.2;1.9;3.0;-13.5
4187;3.4;3.0;-0.4;0.6
4188;-5.6;1.8;-0.2;-6.4
4189;1.3;2.2;3.2;-10.4
4190;3.1;3.5;-0.3;25.9
4191;0.5;2.6;2.6;-4.9
4192;0.5;2.4;0.9;-1.1
4193;4.0;3.4;0.2;8.3
